image,score,IoU,Dice,Precision,Recall,F1,PredArea,GtArea,TP,FP
LT_POST_LOWER_TRANS-23_11_23.jpeg,0.7745596170425415,0,0.0,0.0,0,0,38247,0,0,1
LT_POST_UPPER_LONG-20_12_31.png,0.9852393865585327,0.8454334837214974,0.9162437889840364,0.9170921404195657,0.9153970056243563,0.9162437889840364,37801,37871,1,0
LT_POST_UPPER_LONG-20_12_31.png,0.9763191342353821,0.8179331137289934,0.8998495132213384,0.8439426234230082,0.9636889882910143,0.8998495132213384,17359,15202,1,0
LT_POST_UPPER_LONG-20_25_37.png,0.9881225228309631,0.8741011267765132,0.9328217290813783,0.973729027374795,0.895212966453072,0.9328217290813784,31708,34489,1,0
LT_POST_UPPER_LONG-20_25_37.png,0.8929879069328308,0.4543620501635769,0.6248266036816256,0.46110004426737494,0.9688408324613417,0.6248266036816257,18072,8601,0,1
LT_POST_UPPER_LONG-20_25_37.png,0.7101646065711975,0.22030789751570054,0.3610693628455618,0.2245065556593889,0.9217532845018022,0.36106936284556185,35313,8601,0,1
LT_POST_UPPER_TRANS-12_59_31.jpeg,0.9445214867591858,0.30339221110874653,0.4655424645366911,0.9739308648722503,0.30587619399078275,0.4655424645366911,36595,116521,0,1
LT_POST_UPPER_TRANS-12_59_31.jpeg,0.8557599186897278,0.5030413830289142,0.6693646478517978,0.9648535970525499,0.5124312355712705,0.669364647851798,61884,116521,1,0
LT_POST_UPPER_TRANS-16_15_34.jpeg,0.985744059085846,0.8610578835098883,0.9253423992229237,0.9561586638830898,0.8964504836827644,0.9253423992229238,24908,26567,1,0
LT_POST_UPPER_TRANS-16_15_34.jpeg,0.6583380699157715,0,0.0,0.0,0,0,13990,0,0,1
LT_UPPER_POST_TRANS-23_10_49.jpeg,0.9831323027610779,0.8348361181146104,0.9099843957425996,0.9977018538379041,0.8364445966775133,0.9099843957425995,39162,46712,1,0
LT_UPPER_POST_TRANS-23_10_49.jpeg,0.9819139838218689,0.5873392516385962,0.7400298972413,0.5876903152966179,0.9989839692932942,0.7400298972413,60229,35432,1,0
